"street_label","street_type","total_trees","total_length","n_segments","density"
"6300-6400 ELGIN ST","Public",12,210.561972756935,2,5.69903475109076
"6900 ARLINGTON ST","Public",12,244.617651286009,2,4.90561492063771
"700 W 39TH AV","Public",12,215.587078645216,4,5.56619630239899
"700 W 7TH AV","Public",12,141.517448810839,1,8.47951973472892
"7600-7700 FRENCH ST","Public",12,220.274018581753,1,5.44776005688855
"7800 HEATHER ST","Public",12,192.863743024587,4,6.22200928583564
"7800-7900 VICTORIA DRIVE","Public",12,153.317589025009,3,7.82689062377739
"800 E 23RD AV","Public",12,140.379478112417,1,8.54825802272206
"800 W 64TH AV","Public",12,138.612990371765,3,8.65719725677629
"8200-8400 PRINCE EDWARD ST","Public",12,363.668585204822,1,3.29970761517426
"900 W 59TH AV","Public",12,152.534360770417,2,7.86707987589859
"0 E 26TH AV","Public",11,130.496130894742,2,8.42936869053424
"0 E 50TH AV","Public",11,157.12821014527,1,7.00065251798526
"100 N RENFREW ST","Public",11,115.218524389813,1,9.54707592225733
"1300 DAVIE ST","Public",11,140.439445976693,1,7.83255724451201
"1400 SEMLIN DRIVE","Public",11,93.8205909064251,2,11.7245051365869
"1500 W 36TH AV","Public",11,218.755689532312,1,5.02844064239764
"1600 SEMLIN DRIVE","Public",11,100.581341905267,2,10.9364219960005
"1600 YEW ST","Public",11,98.0894202496413,2,11.2142573296943
"1700 CHARLES ST","Public",11,140.329050142973,2,7.83871905980462
"200 W 7TH AV","Public",11,105.082011378461,1,10.4680143211027
"2000 LAKEWOOD DRIVE","Public",11,100.75345328659,2,10.9177399296785
"2100 LAKEWOOD DRIVE","Public",11,100.320307460214,2,10.9648786755987
"2300 YEW ST","Public",11,93.2522815253919,1,11.7959580399165
"2400 MAIN ST","Public",11,87.2821810832119,1,12.602801469309
"2500 TURNER ST","Public",11,190.679586867126,1,5.76883985366785
"2700 GLEN DRIVE","Public",11,100.664693018693,2,10.9273665573662
"2800 CAROLINA ST","Public",11,100.580716957308,2,10.9364899483357
"2800 W 16TH AV","Public",11,140.427605619506,1,7.83321765793327
"2900 W 20TH AV","Public",11,200.596094447857,1,5.48365611517893
"300-400 W 42ND AV","Public",11,200.589138914394,2,5.48384626382714
"3000 E 5TH AV","Public",11,183.808537070989,1,5.98448808487696
"3000 SASAMAT ST","Public",11,100.606554968701,2,10.9336812133386
"3000-3100 W KING EDWARD AV","Public",11,200.494763924573,1,5.48642756782329
"3200 W 16TH AV","Public",11,140.360380532402,1,7.83696934866937
"3300-3400 W 43RD AV","Public",11,240.420200934794,1,4.57532268803959
"3400 E 5TH AV","Public",11,182.080021501428,2,6.04129981383692
"3500 CAROLINA ST","Public",11,100.761335736465,2,10.9168858467397
"3500 DUNBAR ST","Public",11,100.555300002337,1,10.9392543205026
"3600 CAROLINA ST","Public",11,100.605081109102,2,10.9338413912424
"3600 E 25TH AV","Public",11,182.362639801973,2,6.03193724983629
"3600 RUPERT ST","Public",11,92.9384871093,2,11.8357855202264
"3600-3700 W 24TH AV","Public",11,210.502352288794,2,5.22559481183792
"3700 CAROLINA ST","Public",11,100.60340714212,2,10.9340233223519
"3800 PRINCE EDWARD ST","Public",11,100.558856587118,2,10.9388674188735
"4300 RUPERT ST","Public",11,99.4656676351955,1,11.0590923094631
"4600 DUCHESS ST","Public",11,146.311771793129,2,7.51819205330446
"5300 SPENCER ST","Public",11,122.748584722132,1,8.96140678517872
"5400 COLUMBIA ST","Public",11,164.642799258566,2,6.68113033156394
"5500 CAMBIE ST","Public",11,101.574213724269,1,10.8295202066346
"5600 YEW ST","Public",11,108.484488717128,2,10.1396984306967
"5800 DUNBAR ST","Public",11,105.888957972204,1,10.3882408616086
"5900 FREMLIN ST","Public",11,103.581215282512,1,10.6196861757203
"600 E 14TH AV","Public",11,140.194122083468,1,7.84626333581294
"6000 NANAIMO ST","Public",11,102.353246294904,2,10.7470943992401
"6200-6300 TISDALL ST","Public",11,201.445147302433,1,5.46054355108664
"6300 NANAIMO ST","Public",11,96.7702971000094,1,11.3671243446032
"6400 ONTARIO ST","Public",11,110.626708289791,1,9.94334927799264
"7200 FLEMING ST","Public",11,101.56010534536,2,10.831024606162
"7700 PRINCE EDWARD ST","Public",11,76.4407770869105,1,14.3902252425998
"800 LAGOON DRIVE","Public",11,282.24824034973,4,3.8972785043301
"800 LAKEWOOD DRIVE","Public",11,100.5988500155,2,10.9345186334686
"800 SALSBURY DRIVE","Public",11,50.0592020700985,1,21.9739818956694
"8000-8200 SHAUGHNESSY ST","Public",11,251.208793158677,2,4.37882761255567
"8300-8400 ONTARIO ST","Public",11,285.550076222736,1,3.85221399535532
"8700 FRENCH ST","Public",11,142.016942718557,2,7.74555471300304
"100 E 7TH AV","Public",10,145.45075333776,2,6.8751792414429
"100 W 42ND AV","Public",10,190.895971140374,1,5.23845523834894
"100 W 48TH AV","Public",10,173.978980666467,1,5.74782077794264
"1000 E 22ND AV","Public",10,140.695147146408,1,7.10756568568349
"1000 E 8TH AV","Public",10,140.327424842948,1,7.12619077218287
"1000 TEMPLETON DRIVE","Public",10,100.640364351053,2,9.93637102218553
"1000-1100 W 43RD AV","Public",10,215.996728721581,1,4.62969974554104
"1200 DAVIE ST","Public",10,160.73126373307,1,6.22156496984135
"1200 E 18TH AV","Public",10,140.096743930504,2,7.13792463653588
"1200 W 45TH AV","Public",10,107.971772768192,2,9.26167992209347
"1300 E 20TH AV","Public",10,140.407310146668,1,7.12213629728689
"1300 W 57TH AV","Public",10,271.611333100528,2,3.68173149693236
"1300-1400 ARBUTUS ST","Public",10,221.281887199947,2,4.51912270206017
"1500 W 34TH AV","Public",10,218.733280288025,1,4.57177800599532
"1500 W 60TH AV","Public",10,231.442265220867,2,4.32073199355223
"1600 E 49TH AV","Public",10,100.551692972,1,9.94513339798723
"1700 TEMPLETON DRIVE","Public",10,100.601349750965,2,9.94022448481522
"1800 MCNICOLL AV","Public",10,104.726453224817,1,9.54868583063055
"1800 TRIUMPH ST","Public",10,204.960294841044,1,4.87899376206278
"1900 W 45TH AV","Public",10,205.049844124249,1,4.87686300992286
"1900-2000 W 62ND AV","Public",10,195.51810028218,1,5.11461597957816
"2000 W 30TH AV","Public",10,196.765919466714,1,5.08218091176691
"2100 CHARLES ST","Public",10,140.35869184396,3,7.12460330644664
"2100 FRASER ST","Public",10,100.583696745834,2,9.94196905018224
"2100 YEW ST","Public",10,95.3039144130892,2,10.4927484475145
"2200 BALACLAVA ST","Public",10,93.230128152516,1,10.7261463629449
"2200-2300 WENONAH ST","Public",10,172.006853756243,2,5.8137218265566
"2400 YEW ST","Public",10,101.351760393893,2,9.86662684608149
"2500 ST. CATHERINES ST","Public",10,105.505177126945,2,9.47820786838539
"2600 PRINCE ALBERT ST","Public",10,100.566483012766,2,9.94367079410606
"2600 ST. CATHERINES ST","Public",10,100.577454097692,2,9.94258612898167
"2700 CAROLINA ST","Public",10,100.503128230741,2,9.94993904770944
"2700 E 40TH AV","Public",10,110.171616179098,2,9.0767480289512
"2700-2800 E 54TH AV","Public",10,70.3683926989372,1,14.2109256961202
"2800 GLEN DRIVE","Public",10,100.578724967938,2,9.9424604986668
"2800 PRINCE ALBERT ST","Public",10,100.58156243136,2,9.94218001616777
"2800 ST. CATHERINES ST","Public",10,100.52152390564,2,9.9481181855013
"2800 TRAFALGAR ST","Public",10,77.3319404896724,2,12.9312673866441
"2900 E 3RD AV","Public",10,198.208998012694,3,5.04517963375184
"2900 PRINCE ALBERT ST","Public",10,95.5468133793029,2,10.4660737980888
"2900-3000 GARDEN DRIVE","Public",10,169.619005022145,2,5.89556577029468
"3100 YEW ST","Public",10,104.544115046536,2,9.56533994816318
"3200-3300 DUMFRIES ST","Public",10,198.864395454689,2,5.02855223386555
"3400 CAMBRIDGE ST","Public",10,126.731411705132,1,7.89070354812045
"3500 E 46TH AV","Public",10,131.86600449584,2,7.58345567398719
"3600 W 16TH AV","Public",10,150.506413943482,2,6.64423511130573
"400 W 64TH AV","Public",10,170.750790050893,3,5.85648827570253
"4200 ELGIN ST","Public",10,132.482256110823,1,7.5481806345711
"4300 W 9TH AV","Public",10,220.509429453672,1,4.53495345971178
"4400 W 15TH AV","Public",10,220.681795552845,1,4.5314113812371
"4600 SELKIRK ST","Public",10,122.892505128147,2,8.13719273569403
"4900-5000 WILLOW ST","Public",10,210.40277688339,1,4.75278898317119
"500 W 62ND AV","Public",10,229.66720011533,2,4.35412631624297
"5500 MANITOBA ST","Public",10,101.763023935023,2,9.82675201002783
"5600 COLUMBIA ST","Public",10,155.457989579788,2,6.43260602239265
"5900-6000 CARTIER ST","Public",10,207.942149646606,1,4.8090298272836
"600 SLOCAN ST","Public",10,90.5092546717461,2,11.0485939103879
"6300 TYNE ST","Public",10,129.285393931893,2,7.73482579576466
"6700-6800 LANARK ST","Public",10,177.621890990777,1,5.62993668416651
"700 W 8TH AV","Public",10,141.586434970844,2,7.06282349863478
"7000-7200 CAMBIE ST","Public",10,299.937218710395,1,3.33403104922952
"7100-7200 DUMFRIES ST","Public",10,160.843287815694,2,6.21723177622352
"7600 INVERNESS ST","Public",10,98.0398934290227,2,10.1999294881319
"7700 VICTORIA DRIVE","Public",10,101.675796638362,1,9.83518234488758
"800 E 16TH AV","Public",10,140.434698549798,3,7.12074729626311
"8700 MONTCALM ST","Public",10,141.957493660828,2,7.04436218343818
"900 E 30TH AV","Public",10,141.225479399659,1,7.08087523760542
"0 W 7TH AV","Public",9,140.391914702999,1,6.41062558270513
"100 E 23RD AV","Public",9,90.5355773050663,1,9.94084344287532
"1100 ALBERNI ST","Public",9,221.075651135238,1,4.07100463293195
"1200 E 47TH AV","Public",9,99.9708420708175,1,9.00262497901595
"1200 JERVIS ST","Public",9,109.280384323988,2,8.2356957798733
"1300 BROUGHTON ST","Public",9,109.772698109405,2,8.19875994213983
"1300-1400 FRANKLIN ST","Public",9,216.53377801196,1,4.15639540520228
"1400 E 20TH AV","Public",9,220.84675488184,2,4.07522401894259
"1400 W 47TH AV","Public",9,174.34917078996,1,5.16205494939944
"1500 E 21ST AV","Public",9,95.1455912277101,2,9.45918763430717
"1500 W 57TH AV","Public",9,265.272110457564,2,3.39274263867243
"1600 COTTON DRIVE","Public",9,100.472817768653,2,8.95764665496217
"1600 E 57TH AV","Public",9,144.403081929947,1,6.23255395917804
"1600-1700 W 62ND AV","Public",9,292.984530108912,1,3.07183454247717
"1800 W 1ST AV","Public",9,171.949427687949,2,5.23409709530006
"1900 TEMPLETON DRIVE","Public",9,109.164553359201,2,8.24443440938733
"1900 W 42ND AV","Public",9,204.893017848988,1,4.39253620962002
"200 W 11TH AV","Public",9,108.215293022962,1,8.31675426696883
"200 W 14TH AV","Public",9,108.363622631812,1,8.30537017997206
"2000 TURNER ST","Public",9,140.358670951597,1,6.41214393024831
"2100 BALACLAVA ST","Public",9,93.7484426243829,2,9.60015947791244
"2100 CORNWALL AV","Public",9,171.916450237109,1,5.23510111312042
"2100-2200 WALL ST","Public",9,113.077916407923,1,7.95911375615817
"2200 FIR ST","Public",9,93.2475822503862,2,9.65172477698501
"2300-2500 MCBAIN AV","Public",9,248.725395638014,1,3.6184483602544
"2400 E 12TH AV","Public",9,134.63176458266,1,6.68490086860169
"2400 E 28TH AV","Public",9,174.421591134177,2,5.15991164939929
"2500 E 27TH AV","Public",9,159.822311473532,1,5.63125380744506
"2500 PRINCE ALBERT ST","Public",9,105.494228714018,2,8.5312723830589
"2700 E 38TH AV","Public",9,159.672633689261,3,5.63653256795081
"2700 E 46TH AV","Public",9,296.763179778853,2,3.03272124483461
"2900 W 33RD AV","Public",9,200.603630232099,1,4.48645918799524
"3100 WINDERMERE ST","Public",9,90.0732564835366,2,9.99186701065371
"3200 E 18TH AV","Public",9,198.450252803333,2,4.53514161502185
"3300 HEATHER ST","Public",9,100.290930503612,2,8.97389221019924
"3300 WINDERMERE ST","Public",9,82.1018004213376,2,10.9620007768563
"3400 CAROLINA ST","Public",9,100.642163263041,2,8.94257407452314
"3400 RUPERT ST","Public",9,93.3189578858656,1,9.64434259007426
"3800 FRASER ST","Public",9,100.45586038984,1,8.9591587440231
"3800 HEATHER ST","Public",9,100.429569569089,1,8.96150410543037
"3800 W 38TH AV","Public",9,200.471305241312,1,4.48942056279152
"3900-4100 W 4TH AV","Public",9,639.35804877139,1,1.40766195362594
"400 W 35TH AV","Public",9,116.340591276663,2,7.73590704777973
"4300 CYPRESS ST","Public",9,138.875283122442,1,6.48063485283049
"4600 BELLEVUE DRIVE","Public",9,286.078159075692,1,3.14599339882453
"4600 W 2ND AV","Public",9,222.961607911429,2,4.03656938264243
"500 HAWKS AV","Public",9,100.443881713315,2,8.96022719003197
"5100-5200 WILLOW ST","Public",9,208.192726888104,1,4.32291758435787
"5200 CROWN ST","Public",9,105.588413326388,2,8.52366250847976
"5200 MACDONALD ST","Public",9,105.6130700508,2,8.52167255025438
"5200 MAPLE ST","Public",9,99.4074762390831,2,9.05364499784127
"5300 CONNAUGHT DRIVE","Public",9,87.8240795395695,2,10.2477589827116
"5500 COLUMBIA ST","Public",9,101.813922643109,1,8.83965548753869
"5500-5600 FLEMING ST","Public",9,184.142087483264,1,4.88753012578831
"5700-5900 HIGHBURY ST","Public",9,333.84011560644,2,2.69590129504088
"5800 MANITOBA ST","Public",9,102.96675934798,2,8.7406849132584
"600 E 18TH AV","Public",9,88.2962446943528,1,10.1929589770828
"600 E 22ND AV","Public",9,143.082422582436,2,6.29008080626725
"6000 FREMLIN ST","Public",9,103.589255423876,1,8.68815975476698
"6100 COLUMBIA ST","Public",9,110.640771745045,2,8.13443349865557
"6100-6400 ASH ST","Public",9,345.515693950479,1,2.60480208499297
"6200 VIVIAN ST","Public",9,90.7246676218567,2,9.92012452171475
"6300 VIVIAN ST","Public",9,90.6638703183493,2,9.92677675064849
"6300 WILLOW ST","Public",9,93.4761176228586,2,9.62812772810233
"6400 NANAIMO ST","Public",9,132.547193622955,2,6.79003436738274
"6400 PRINCE EDWARD ST","Public",9,111.248956004494,2,8.08996355852224
"6400 SOPHIA ST","Public",9,110.7496164766,1,8.12643897679009
"6500 ALBERTA ST","Public",9,179.57199726902,2,5.01191730162524
"6900 DUMFRIES ST","Public",9,151.119660039621,1,5.95554542515537
"700 VERNON DRIVE","Public",9,82.6827694470588,2,10.8849764711409
"700 W 62ND AV","Public",9,281.952407392164,2,3.19202807425652
"7000 FLEMING ST","Public",9,113.959263235772,2,7.89755895611552
"7500 HEATHER ST","Public",9,105.702867161272,1,8.5144331858743
"7500 INVERNESS ST","Public",9,97.1747099478604,2,9.26166901329471
"7500 PRINCE EDWARD ST","Public",9,102.190484782432,1,8.80708220453339
"7600 PRINCE EDWARD ST","Public",9,88.854590630346,1,10.1289082940486
"800 COMMERCIAL DRIVE","Public",9,100.915675710062,2,8.91833695476373
"800-900 BROUGHTON ST","Public",9,109.901805352078,2,8.18912844167382
"8400-8500 ADERA ST","Public",9,171.979322406534,1,5.23318726580707
"8600 MONTCALM ST","Public",9,119.794496766309,1,7.51286598545245
"900 E 49TH AV","Public",9,100.266739768677,2,8.9760572855602
"900 W 8TH AV","Public",9,174.10114381402,2,5.16940888660334
"AVISON WAY","Non-city",9,216.989832479912,3,4.14765977610181
"0 W 11TH AV","Public",8,140.285529701191,2,5.7026551612558
"1000 BUTE ST","Public",8,109.660071086858,2,7.29527157944614
"1000 W 59TH AV","Public",8,148.527164598429,3,5.38622010433546
"1100 GARDEN DRIVE","Public",8,100.741857174873,2,7.941088465456
"1100 ODLUM DRIVE","Public",8,100.526909019458,2,7.95806822077017
"1100 W 37TH AV","Public",8,156.816460859941,1,5.10150526043634
"1100-1200 E 61ST AV","Public",8,221.01535589918,1,3.61965799500797
"1400 W 52ND AV","Public",8,173.996722829414,3,4.59778774560207
"1500 W 70TH AV","Public",8,104.972035999269,2,7.62107729343816
"1600 DAVIE ST","Public",8,160.741035272936,1,4.97694940586647
"1600 HARWOOD ST","Public",8,160.536926833786,1,4.98327715484608
"1600 W 40TH AV","Public",8,245.391596431002,2,3.26009534000053
"1600 W 66TH AV","Public",8,146.548905158934,1,5.4589285340098
"1700 NASSAU DRIVE","Public",8,203.241143313813,2,3.93621088208881
"1800 YEW ST","Public",8,98.114907216969,2,8.15370490266987
"1800-1900 NASSAU DRIVE","Public",8,257.935080894006,2,3.10155562100041
"2000 W 42ND AV","Public",8,214.860646119989,2,3.72334354590576
"2100 SCHOOL GREEN","Public",8,65.7941931288832,1,12.159127758173
"2100 SW MARINE DRIVE","Public",8,239.304893669064,1,3.34301563053835
"2100 W 20TH AV","Public",8,192.283385062234,2,4.16052588080386
"2200 W 40TH AV","Public",8,143.459584846071,2,5.57648344555285
"2300 BALACLAVA ST","Public",8,93.288160778879,2,8.57557908013902
"2300 MUSQUEAMVIEW ST","Public",8,93.320569433326,2,8.5726009266539
"2300 W 41ST AV","Public",8,102.318200343284,1,7.81874580784208
"2500 HEATHER ST","Public",8,107.50327295321,2,7.4416338965623
"2500 MAIN ST","Public",8,100.435144519238,1,7.96533926275942
"2800 E 46TH AV","Public",8,151.645291970948,1,5.27546875740305
"2800 ST. GEORGE ST","Public",8,100.60205418914,2,7.95212390490495
"2800 W 37TH AV","Public",8,159.347692098237,1,5.02046806869851
"2900 E 49TH AV","Public",8,224.970312117855,2,3.55602475930648
"300 W 37TH AV","Public",8,101.260792291523,2,7.90039246085347
"3000 WINDERMERE ST","Public",8,89.2111409767762,2,8.96748983636762
"3100 SLOCAN ST","Public",8,100.57450869743,2,7.95430184408589
"3200 WINDERMERE ST","Public",8,94.0754237269132,2,8.50381500616229
"3200-3300 VICTORIA DRIVE","Public",8,149.549516616004,2,5.34939876839688
"400 E 34TH AV","Public",8,145.566049918045,2,5.49578696715619
"4100 ST. GEORGE ST","Public",8,148.409535895932,4,5.39048919714282
"4100-4300 CROWN ST","Public",8,221.098027545841,2,3.61830455422825
"4300 ST. GEORGE ST","Public",8,113.480694832668,2,7.04965722301606
"4500 CAMBIE ST","Public",8,212.739671612675,1,3.76046458065669
"4500 QUEBEC ST","Public",8,133.103249703567,1,6.01037166095999
"4600 DUMFRIES ST","Public",8,71.1924314936758,1,11.2371495567063
"4600-4800 VALLEY DRIVE","Public",8,373.679042745805,1,2.14087467716031
"4700 COMMERCIAL ST","Public",8,153.540821282889,1,5.21034076355531
"4700-4800 MARGUERITE ST","Public",8,171.324718826606,1,4.6694954789896
"500-600 E 50TH AV","Public",8,153.262836763442,3,5.21979115677458
"5000 SPENCER ST","Public",8,87.8356716261666,1,9.10791692246452
"5100 GLADSTONE ST","Public",8,62.0152849484341,1,12.9000455398246
"5100 HIGHBURY ST","Public",8,105.274234683099,2,7.59920034002808
"5700 YEW ST","Public",8,107.992076534017,2,7.40795089487888
"5900 MANITOBA ST","Public",8,100.980557192328,2,7.92231714939259
"6100 FREMLIN ST","Public",8,103.597271677778,1,7.72221108764592
"6100 SHERBROOKE ST","Public",8,139.088943614063,1,5.75171526372216
"6600-6700 HEATHER ST","Public",8,180.147621170678,1,4.44080246411944
"700 E 13TH AV","Public",8,140.388042935479,2,5.69849100587343
"700 E 49TH AV","Public",8,102.45222781722,2,7.8085173650615
"7200 VICTORIA DRIVE","Public",8,101.299680173581,1,7.89735958325999
"7300 DUMFRIES ST","Public",8,96.2684686586613,2,8.31009375288347
"7300 PRINCE ALBERT ST","Public",8,96.8327938002934,2,8.26166393226151
"7600 PRINCE ALBERT ST","Public",8,92.7563701184347,1,8.62474457526239
"7600 VICTORIA DRIVE","Public",8,88.3196539566819,1,9.05800650433227
"800 W 16TH AV","Public",8,171.314340586066,2,4.66977835751054
"800 W 63RD AV","Public",8,238.85054269031,3,3.34937484750566
"8000-8100 VICTORIA DRIVE","Public",8,92.9316055956781,1,8.60848141891142
"8300 ST. GEORGE ST","Public",8,170.98743917283,1,4.67870624807345
"8600 HUDSON ST","Public",8,172.368620704911,2,4.64121599818084
"0 W 10TH AV","Public",7,140.373218756592,1,4.98670619795222
"0 W 48TH AV","Public",7,178.64623146323,2,3.91835861448933
"100 E 30TH AV","Public",7,93.5532661358885,2,7.48236837592856
"1000 CHESTNUT ST","Public",7,63.991057138,1,10.9390285347281
"1000 E 35TH AV","Public",7,80.6425936596344,2,8.6802763680254
"1000-1200 W 57TH AV","Public",7,393.796302297277,3,1.77756874789436
"1100 CHESTNUT ST","Public",7,98.1221930612666,2,7.13396203408261
"1100 COMOX ST","Public",7,221.032579554193,1,3.16695394593797
"1200 MCLEAN DRIVE","Public",7,100.643972876136,2,6.95521033198381
"1300 W 53RD AV","Public",7,173.542167353514,2,4.0336018079921
"1300 W 62ND AV","Public",7,150.704238191511,3,4.64485941736064
"1300 W 64TH AV","Public",7,154.080091224962,3,4.54309180657206
"1300-1400 W 32ND AV","Public",7,198.105893576755,1,3.53346378223114
"1400 GRAVELEY ST","Public",7,140.558066694621,1,4.98014817976142
"1400 MCLEAN DRIVE","Public",7,77.5652491559634,1,9.02465998133369
"1500 E 55TH AV","Public",7,49.4725983273257,1,14.1492467278267
"1600 LAURIER AV","Public",7,201.627344576201,1,3.4717513215845
"1700 LAKEWOOD DRIVE","Public",7,100.590524940244,2,6.95890592494506
"1700 W 57TH AV","Public",7,214.811617533569,2,3.25866919134674
"1900 E 15TH AV","Public",7,50.2098051730809,1,13.9415000234913
"200 W 47TH AV","Public",7,160.192645197483,1,4.36973869266625
"200 W 48TH AV","Public",7,160.150031932924,1,4.37090140758249
"200 W 49TH AV","Public",7,160.382186939797,1,4.36457447897727
"2000 YEW ST","Public",7,95.3411361125942,2,7.34205641490707
"2100 W 53RD AV","Public",7,128.137342036831,2,5.46288840452765
"2200 WALL ST","Public",7,112.889767385878,1,6.20073914766136
"2200 YEW ST","Public",7,93.2510348130789,1,7.50661911048114
"2300 BROCK ST","Public",7,83.9840757279278,2,8.33491342177412
"2300 MAIN ST","Public",7,83.4310906518753,1,8.39015760828084
"2300 W 1ST AV","Public",7,172.00523532577,1,4.06964357029152
"2300 W 2ND AV","Public",7,172.006876302636,1,4.06960474515212
"2400 W 1ST AV","Public",7,171.995847804305,1,4.06986569115583
"2400 W 20TH AV","Public",7,170.923566648113,1,4.09539780691049
"2500 GLEN DRIVE","Public",7,105.596961097765,2,6.62897864411
"2700 SOPHIA ST","Public",7,101.109592218634,2,6.9231809231943
"2700 W 37TH AV","Public",7,169.427408534867,1,4.13156292747017
"2800 E 3RD AV","Public",7,197.691942656286,2,3.54086256928056
"2900 ROSEMONT DRIVE","Public",7,187.670439508801,1,3.72994277538938
"2900 ST. CATHERINES ST","Public",7,100.58882236378,2,6.95902371208249
"2900 W 23RD AV","Public",7,157.134635179324,1,4.45477853562425
"300 E 50TH AV","Public",7,149.35290647229,1,4.68688568929774
"300 W 63RD AV","Public",7,140.83804795576,2,4.970247814141
"300-400 W 49TH AV","Public",7,257.226575006189,2,2.7213362382295
"3000 RUPERT ST","Public",7,91.1103957582418,2,7.68298715173431
"3000-3100 PENTICTON ST","Public",7,199.272382071744,2,3.51277980783097
"3000-3100 W 20TH AV","Public",7,184.361411560403,1,3.79689000032774
"3100 ST. CATHERINES ST","Public",7,70.5812961134774,1,9.91764162101206
"3200 GLEN DRIVE","Public",7,100.332591338056,2,6.97679578155667
"3200 ST. CATHERINES ST","Public",7,100.340397375846,2,6.97625301779501
"3300 MAPLE ST","Public",7,102.365281924582,2,6.83825596764072
"3400 INVERNESS ST","Public",7,100.600397983574,2,6.95822296959793
"3600-3700 W 19TH AV","Public",7,210.751735452655,2,3.32144358620123
"3700 W 41ST AV","Public",7,110.962654900463,1,6.30842872881802
"3800 W 19TH AV","Public",7,200.552816688728,1,3.49035237478839
"3900 W 41ST AV","Public",7,202.184668835185,3,3.46218140095786
"400 W 37TH AV","Public",7,138.780047378771,2,5.04395273831763
"4000 CAROLINA ST","Public",7,62.9841654219889,1,11.113904507745
"4000 HEATHER ST","Public",7,111.591258461907,2,6.27289278432999
"4000 W 18TH AV","Public",7,219.042089537175,1,3.19573284513066
"4100 WILLOW ST","Public",7,117.227513932539,2,5.97129442157092
"4100-4200 MARGUERITE ST","Public",7,153.671604901501,1,4.55516814865491
"4500 MANOR ST","Public",7,145.220488294975,3,4.82025648184123
"4500 W 13TH AV","Public",7,220.566573694454,1,3.17364498289616
"4500-4600 COMMERCIAL ST","Public",7,114.909653335287,1,6.09174233567235
"4600 PRINCE EDWARD ST","Public",7,90.854975980327,2,7.70458626450545
"4600 ST. GEORGE ST","Public",7,93.6916437491859,2,7.4713173127148
"4700 OSLER ST","Public",7,128.289098602609,1,5.4564262094345
"500 LAKEWOOD DRIVE","Public",7,125.62472392782,3,5.57215154878427
"5000 PRINCE EDWARD ST","Public",7,80.4489780223718,2,8.70116709009454
"5000-5100 WALES ST","Public",7,167.599378625074,1,4.17662646331123
"5100 PINE CRESCENT","Public",7,99.3542705876342,2,7.04549483237938
"5300-5400 ASH ST","Public",7,206.067969054129,1,3.39693744356809
"5400 CROWN ST","Public",7,127.794042850372,2,5.4775636202354
"5400 WILLOW ST","Public",7,104.56565171045,1,6.69435888888595
"5500-5600 MANSON ST","Public",7,206.036397728381,2,3.39745796236845
"5700-5800 CREE ST","Public",7,211.415658178652,1,3.31101303484571
"5700-5800 FLEMING ST","Public",7,183.624079544908,1,3.81213619550809
"5700-5800 VINE ST","Public",7,206.470223597836,2,3.39031937778818
"5900 DUNBAR ST","Public",7,71.3994966374635,1,9.80399068573696
"6200-6300 CAMBIE ST","Public",7,201.10451146522,1,3.48077720832763
"6900 LANARK ST","Public",7,150.889932275733,1,4.63914317835887
"6900 YEW ST","Public",7,114.89685517226,1,6.09242088437077
"700 BROUGHTON ST","Public",7,109.803608997198,2,6.37501814733485
"700 W 23RD AV","Public",7,141.552253848006,2,4.94517028850445
"700 W 24TH AV","Public",7,141.63098788068,2,4.94242122062815
"7000-7200 WILTSHIRE ST","Public",7,262.145359259849,2,2.67027424012543
"7300 VICTORIA DRIVE","Public",7,100.610970730906,2,6.9574917617306
"7900 VICTORIA DRIVE","Public",7,86.3298282542514,1,8.10843730556742
"800 E 49TH AV","Public",7,98.1065101986476,2,7.13510243695988
"8300-8500 HUDSON ST","Public",7,203.877749014876,1,3.43343009907827
"8800 HUDSON ST","Public",7,156.288417432989,1,4.47889876612344
"0 E 14TH AV","Public",6,140.593079887527,2,4.26763536640634
"0 W 49TH AV","Public",6,133.406584921696,1,4.49752911636388
"100 E 51ST AV","Public",6,107.469115184162,1,5.58299934796915
"100 W 40TH AV","Public",6,190.464137849774,2,3.15019933292242
"100 W 47TH AV","Public",6,178.070294664515,1,3.36945587207794
"100-200 MIDLOTHIAN AV","Public",6,264.426574158816,1,2.26906089869635
"1000 W 33RD AV","Lane",6,166.312491062191,1,3.60766648474788
"1100 E 59TH AV","Public",6,110.070474131669,1,5.45105310696006
"1200 BROUGHTON ST","Public",6,109.844004155404,2,5.4622917710751
"1200 E 8TH AV","Public",6,140.130836840719,2,4.28171281587362
"1200 W 11TH AV","Public",6,171.94006354285,1,3.4895881020218
"1300 MCLEAN DRIVE","Public",6,100.39706297186,2,5.97627044297276
"1300 NANAIMO ST","Public",6,94.3378980012178,2,6.36011627047547
"1300 NAPIER ST","Public",6,100.279762135422,2,5.98326110097603
"1300 W 11TH AV","Public",6,172.003789028976,1,3.4882952485362
"1300 W 47TH AV","Public",6,171.996883969522,1,3.48843529110865
"1500 W 15TH AV","Public",6,126.994443569425,1,4.72461615749348
"1500 YEW ST","Public",6,98.1774193874119,2,6.11138491665153
"1600 E 59TH AV","Public",6,147.010571053649,1,4.08133915608723
"1600 E 62ND AV","Public",6,144.365057356353,2,4.15613037522614
"1700 BLANCA ST","Public",6,63.9218798760668,1,9.3864573626948
"1700 E 49TH AV","Public",6,200.364866029671,2,2.99453697591448
