"street_label","street_type","total_trees","total_length","n_segments","density"
"1700-1800 E 10TH AV","Public",6,280.741573325705,1,2.13719682800205
"1800 ROBSON ST","Public",6,160.718350986027,1,3.73323890096512
"1800-1900 SW MARINE DRIVE","Public",6,425.000889657904,1,1.41176175062353
"200 E 18TH AV","Public",6,54.112754211613,1,11.0879589986058
"200 E 51ST AV","Public",6,150.407859399275,2,3.98915324236635
"200 E 7TH AV","Public",6,145.39011118006,2,4.12682812558635
"200 JACKSON AV","Public",6,100.241171072923,2,5.98556454975486
"2000-2100 E 53RD AV","Public",6,185.632036858589,2,3.23220070281871
"2100 ALMA ST","Public",6,95.3233174092883,2,6.2943675934377
"2100 WALL ST","Public",6,114.092726431924,1,5.2588803753235
"2200 GRAVELEY ST","Public",6,140.243360024167,1,4.27827741646097
"2200 VICTORIA DRIVE","Public",6,100.417038344859,2,5.97508161851418
"2300-2500 W KING EDWARD AV","Public",6,265.464595509773,1,2.26018840232844
"2400 E 49TH AV","Public",6,106.769903813185,1,5.61956111761438
"2400 HEMLOCK ST","Public",6,101.16112063772,2,5.93113239768004
"2400 W 12TH AV","Public",6,171.952454970519,1,3.489336631471
"2400 W 3RD AV","Public",6,171.945454318033,1,3.48947869764694
"2500 E 49TH AV","Public",6,105.742869341188,1,5.67414146919026
"2600 MARINE CRESCENT","Public",6,239.860363103068,1,2.50145539778984
"2600 YUKON ST","Public",6,102.394590040401,2,5.85968457672679
"2700 E 2ND AV","Public",6,182.969292352692,1,3.27923878528993
"2700 E 3RD AV","Public",6,183.152740893139,1,3.27595425039296
"2700 W 36TH AV","Public",6,170.330137366564,1,3.52257098641771
"2700 W KING EDWARD AV","Public",6,180.612012153961,1,3.32203817921333
"2700-2800 E 49TH AV","Public",6,111.856734833808,1,5.36400424070536
"2800 E 49TH AV","Public",6,112.999057854459,1,5.30977878393278
"2800 W 31ST AV","Public",6,165.330245199259,1,3.62910004323087
"2900 WINDERMERE ST","Public",6,98.6773952773629,2,6.08041992103173
"300 E 51ST AV","Public",6,149.840192451817,1,4.00426607962971
"3000 MAPLE ST","Public",6,102.360816126936,2,5.86161797748811
"3100 GLEN DRIVE","Public",6,59.7839784058182,1,10.0361336933309
"3100 WELLINGTON AV","Public",6,87.0406350045866,1,6.89333206229921
"3200 PENTICTON ST","Public",6,54.0064070989454,1,11.1097929343964
"3200 SOPHIA ST","Public",6,100.501935011797,2,5.9700343075939
"3300 GRANT ST","Public",6,54.757141362985,1,10.957474862002
"3300 VICTORIA DRIVE","Public",6,81.7545589680831,1,7.33904026360462
"3400 DUNBAR ST","Public",6,100.575322719181,1,5.96567809854589
"3400 SLOCAN ST","Public",6,93.4744034703257,1,6.41886952710509
"3600 FRASER ST","Public",6,100.602813099812,1,5.96404793775218
"3700 ST. CATHERINES ST","Public",6,100.245844492159,2,5.98528550524537
"3800 W 41ST AV","Public",6,139.492642930646,3,4.30130211453741
"3900 FRASER ST","Public",6,100.773867994389,1,5.95392448400816
"3900 W 20TH AV","Public",6,200.632466637073,1,2.99054290692317
"3900 W 38TH AV","Public",6,201.787626005593,1,2.97342315719284
"400 ALEXANDER ST","Public",6,141.692551016379,1,4.23452041547788
"400 HAWKS AV","Public",6,50.4483862967983,1,11.893343752763
"4600 ELM ST","Public",6,114.003277669221,2,5.26300657548543
"4600 W 7TH AV","Public",6,223.052201218153,1,2.68995327875369
"4700-4800 CLARENDON ST","Public",6,122.837583023216,3,4.88449858124123
"500 VERNON DRIVE","Public",6,84.0775641124154,2,7.13626763969724
"5000-5100 CHAMBERS ST","Public",6,167.652640189546,1,3.57882822078822
"5200 DUMFRIES ST","Public",6,93.3996504250904,1,6.42400691297254
"5300 CAMBIE ST","Public",6,103.593591250938,1,5.79186407918421
"5300-5400 CYPRESS ST","Public",6,206.744791723992,2,2.90212873077359
"5500 BLENHEIM ST","Public",6,134.544075953766,3,4.45950515284062
"5600 ALBERTA ST","Public",6,104.460909927194,2,5.74377535499337
"5600 CROWN ST","Public",6,96.1118048344732,2,6.24272950688356
"5600 ST. CATHERINES ST","Public",6,105.765896632562,2,5.67290609830917
"5700-5800 LARCH ST","Public",6,153.863985141618,1,3.89954802904497
"5900-6000 BALSAM ST","Public",6,206.771950278623,3,2.90174754937266
"5900-6000 FLEMING ST","Public",6,181.071505669512,1,3.3136080565603
"6000 KILLARNEY ST","Public",6,101.53046463518,2,5.90955633026918
"6100 YEW ST","Public",6,108.195869996812,2,5.5454981786059
"6100-6300 CARNARVON ST","Public",6,323.15596137599,1,1.85668863246469
"6200 FREMLIN ST","Public",6,100.910894208762,1,5.94583969059611
"6300-6400 LARCH ST","Public",6,205.967445652705,2,2.91308171589262
"6500-6600 KILLARNEY ST","Public",6,171.915416659461,2,3.49008839148213
"6800-6900 CYPRESS ST","Public",6,263.81280456935,1,2.27433994714337
"6800-6900 RUPERT ST","Public",6,171.780092563119,2,3.49283779655396
"700 SLOCAN ST","Public",6,90.5400367328345,2,6.6269025466654
"700 W 16TH AV","Public",6,141.592239621515,2,4.23752037261251
"700 W 20TH AV","Public",6,141.644217740163,1,4.2359653614711
"7000-7100 MONT ROYAL SQUARE","Public",6,154.290159456576,1,3.88877684820117
"7100 FLEMING ST","Public",6,59.514935223732,1,10.081503033557
"7400-7500 VIVIAN DRIVE","Public",6,204.316295549765,1,2.93662332896917
"7500-7600 MONTCALM ST","Public",6,100.326872164002,2,5.98045156854082
"7700 HEATHER ST","Public",6,100.504286588915,2,5.96989462204867
"800 BROUGHTON ST","Public",6,109.857996427425,2,5.46159605592641
"800 W 33RD AV","Public",6,100.339370455932,1,5.97970664230461
"800-900 SE MARINE DRIVE","Public",6,177.507858187483,1,3.38013204669667
"8000-8100 LAUREL ST","Public",6,170.851606228422,2,3.51181948619098
"8000-8200 LABURNUM ST","Public",6,205.900456619607,1,2.91402947740167
"8300 ADERA ST","Public",6,94.90977328898,2,6.32179362786094
"900 TEMPLETON DRIVE","Public",6,100.587032744481,2,5.96498359310552
"900 W 16TH AV","Public",6,162.737619549036,1,3.6869164097562
"0 E 53RD AV","Public",5,156.711267782285,3,3.19058104165578
"0 W 47TH AV","Public",5,178.64290727491,2,2.79887966237898
"1000 CHILCO ST","Public",5,54.9737020328274,1,9.09525794172323
"1000 E GEORGIA ST","Public",5,42.2101832107327,1,11.8454828187731
"1000 W 7TH AV","Public",5,174.018270139901,1,2.87326152362064
"1100 BEACH AV","Public",5,225.671654329311,1,2.21560834250976
"1100 CARDERO ST","Public",5,109.896592659445,2,4.54973159676965
"1100 E 22ND AV","Public",5,96.6412115613485,3,5.17377619673773
"1100 W 59TH AV","Public",5,100.112542184617,1,4.99437921652168
"1200 BEACH AV","Public",5,154.322778158834,1,3.23996240843581
"1200 W 33RD AV","Lane",5,165.69804139307,1,3.01753717663987
"1300 BEACH AV","Public",5,141.899314806472,1,3.52362518932471
"1400 E 49TH AV","Public",5,100.211762397681,1,4.98943425439216
"1400 NANAIMO ST","Public",5,74.700043611951,2,6.69343652056459
"1400 NAPIER ST","Public",5,103.281881341099,1,4.84112018010885
"1400 PARKER ST","Public",5,102.481402623696,2,4.87893400362566
"1400 W 5TH AV","Public",5,178.595048832982,1,2.79962968328192
"1400 WILLIAM ST","Public",5,104.453490597773,1,4.78681944603833
"1500 ANGUS DRIVE","Public",5,189.217758389168,1,2.64245810888236
"1500 COMOX ST","Public",5,120.634890039388,1,4.14473789329728
"1500 E 59TH AV","Public",5,108.696410640339,1,4.59996790192483
"1500 GRANVILLE ST","Public",5,95.284983869777,1,5.24741653609696
"1500 NANAIMO ST","Public",5,84.0370826005559,2,5.9497543766077
"1500-1700 DISCOVERY ST","Public",5,488.968790701755,1,1.02256015007096
"1600 ANGUS DRIVE","Public",5,330.497923368075,2,1.51286880989915
"1600 E 20TH AV","Public",5,130.433232315211,3,3.83337889527784
"1600 TEMPLETON DRIVE","Public",5,100.531839551775,2,4.97354870088193
"1600 W 57TH AV","Public",5,108.175543490249,1,4.62211682851466
"1700-1800 E 4TH AV","Public",5,210.215331642304,2,2.37851347993392
"1800 NANAIMO ST","Public",5,100.57240150843,2,4.97154281394074
"1800 W 35TH AV","Public",5,129.569420892929,1,3.85893520673508
"1800 W 39TH AV","Public",5,110.72507704299,2,4.51568888776542
"1900 W 49TH AV","Public",5,151.960862423032,3,3.29032088938854
"1900 YEW ST","Public",5,98.1296035778467,2,5.09530235290666
"1900 YORK AV","Public",5,174.157702635793,1,2.87096116010226
"200 E 28TH AV","Public",5,150.017004916439,3,3.33295548913609
"200 E 50TH AV","Public",5,101.16694781679,1,4.94232563885867
"200 E 6TH AV","Public",5,87.197732196229,1,5.73409408027728
"200 N RENFREW ST","Public",5,109.663041438216,2,4.55942123656766
"200-300 W 42ND AV","Public",5,195.852125991391,1,2.55294650220942
"2000 E 19TH AV","Public",5,130.395418857508,1,3.83449053947503
"2000 LARCH ST","Public",5,95.3133842855824,2,5.24585296962992
"2000 NANAIMO ST","Public",5,88.3256359623513,2,5.6608706470353
"2100 LARCH ST","Public",5,95.3685217034005,1,5.24282007385013
"2100-2200 E 19TH AV","Public",5,130.281755562263,1,3.83783591065476
"2200-2300 HARRISON DRIVE","Public",5,165.394346473868,1,3.02307793863437
"2300 KEITH DRIVE","Public",5,100.55247868575,2,4.97252784352156
"2300 W 20TH AV","Public",5,171.956275638134,1,2.90771591873857
"2300 WILLIAM ST","Public",5,46.3642767874339,1,10.7841647631505
"2300 WILLOW ST","Public",5,93.2540226438547,2,5.36169900047684
"2400 E 27TH AV","Public",5,174.383659816672,2,2.86724111952717
"2400 HIGHBURY ST","Public",5,96.6026910794254,2,5.17583924850403
"2400 YORK AV","Public",5,172.256701519725,1,2.90264469009785
"2600 E 17TH AV","Public",5,190.294825257627,2,2.62750182157126
"2600 KEITH DRIVE","Public",5,50.2284580206657,1,9.95451621856045
"2600 NAPIER ST","Public",5,190.297190686587,1,2.62746916124203
"2600-2700 E 57TH AV","Public",5,273.119592997854,2,1.83069985756726
"2700 E 55TH AV","Public",5,90.4259216646149,2,5.52938793208516
"2700 ST. CATHERINES ST","Public",5,100.642506937167,2,4.96807974300719
"2700 W 33RD AV","Public",5,165.82138250245,1,3.01529267489138
"2700 W 35TH AV","Public",5,171.228650506313,1,2.92007207042473
"2700 W 43RD AV","Public",5,118.8419165236,2,4.20726974645101
"2800 E 19TH AV","Public",5,142.788942249448,1,3.50167171297142
"2900 SOPHIA ST","Public",5,100.437849390464,2,4.97820296864574
"300 E 40TH AV","Public",5,171.655264519887,1,2.91281482917801
"300 N RENFREW ST","Public",5,111.814229948848,2,4.47170275401205
"300 RENFREW ST","Public",5,104.741072190978,1,4.77367654866404
"3000 COURTENAY ST","Public",5,100.611701710848,2,4.96960086647746
"3000 E 3RD AV","Public",5,183.628189306131,1,2.7228934832355
"3000 NOOTKA ST","Public",5,88.0470472892615,2,5.6787821442478
"3000 ROSEMONT DRIVE","Public",5,282.2997138951,2,1.77116722189026
"3100 E 23RD AV","Public",5,43.7953982966852,1,11.4167245748703
"3100 KINGS AV","Public",5,180.68194989359,4,2.76729358020802
"3100 MAIN ST","Public",5,100.78599221848,1,4.96100687202763
"3100 PRINCE ALBERT ST","Public",5,75.9880527509059,2,6.579981745802
"3200 E 7TH AV","Public",5,110.032314082659,2,4.54411964492891
"3300 E 47TH AV","Public",5,52.3646306780459,1,9.54842979938416
"3300-3400 W 37TH AV","Public",5,239.57870018768,1,2.08699688080916
"3400 HIGHBURY ST","Public",5,100.469564688797,2,4.97663149580415
"3400 NOOTKA ST","Public",5,46.5626432783131,1,10.7382219907794
"3500 W 43RD AV","Public",5,242.351250276818,2,2.06312119054013
"3500-3600 E 11TH AV","Public",5,348.268512697851,1,1.43567386016831
"3600 ALEXANDRA ST","Public",5,157.851891076972,1,3.16752619552837
"3600 HEATHER ST","Public",5,100.555858359058,2,4.97236071731033
"3600-3700 W 31ST AV","Public",5,163.206832359702,1,3.06359723285369
"3700 HEATHER ST","Public",5,100.608687983045,1,4.96974973060239
"3700 W 27TH AV","Public",5,99.3572155839572,1,5.03234714319765
"3800 W 11TH AV","Public",5,220.859922437057,1,2.26387836454346
"3900 BLENHEIM ST","Public",5,100.844458632731,1,4.95813063780695
"4100-4200 QUESNEL DRIVE","Public",5,136.727370232338,1,3.65691228574322
"4200 W 11TH AV","Public",5,220.622987613238,1,2.26630962353081
"4200 W 4TH AV","Public",5,261.211142251341,1,1.91416030606724
"4400 BRAKENRIDGE ST","Public",5,190.8759824996,2,2.61950190617119
"4400 W 9TH AV","Public",5,220.579828544527,1,2.2667530539814
"4500 CROWN ST","Public",5,105.640680262774,2,4.73302518268799
"4500 MAGNOLIA ST","Public",5,84.1044146327213,2,5.94499114206393
"4500 PRINCE EDWARD ST","Public",5,130.940705112752,3,3.81852228128338
"4500 SLOCAN ST","Lane",5,102.321862665811,2,4.88654122367794
"4600 OSLER ST","Public",5,97.5728108164032,1,5.12437835721285
"4700-4800 DRUMMOND DRIVE","Public",5,441.22599880124,1,1.13320611513928
"4800 GLADSTONE ST","Public",5,141.400396512198,3,3.53605797673183
"4800 OSLER ST","Public",5,106.418536397754,1,4.6984295868455
"4900-5200 OAK ST","Public",5,366.841460259659,1,1.3629866145612
"500 MALKIN AV","Public",5,103.57488666565,1,4.82742502643568
"500 NANAIMO ST","Public",5,65.4009865971135,1,7.64514460737612
"500-600 E 27TH AV","Public",5,235.015149346215,1,2.12752242309035
"500-600 E 58TH AV","Public",5,157.955976938042,1,3.16543893869951
"5100 CYPRESS ST","Public",5,99.4662915477693,2,5.02682860916627
"5100 MAPLE ST","Public",5,99.2552599038879,2,5.03751640451263
"5100 PRINCE EDWARD ST","Public",5,90.8037101619164,2,5.50638293422621
"5200 BALACLAVA ST","Public",5,52.7956701083159,1,9.47047360085017
"5200 PINE CRESCENT","Public",5,99.5087064303073,2,5.02468595901389
"5400 ALBERTA ST","Public",5,102.163271637194,2,4.89412674425324
"5400 BLENHEIM ST","Public",5,92.8859176757226,2,5.38294730257786
"5400 WINDSOR ST","Public",5,100.593130888975,2,4.97051832049894
"5500 CROWN ST","Public",5,92.437781051848,2,5.40904372985275
"5500-5600 ASH ST","Public",5,151.175221313122,1,3.30742032759704
"5500-5600 HEATHER ST","Public",5,151.111427308132,1,3.30881660577825
"5500-5600 TRAFALGAR ST","Public",5,157.993172835034,1,3.16469370813931
"5600 ROSS ST","Public",5,100.720719543889,2,4.96422188268943
"5700-5800 SELKIRK ST","Public",5,206.433092632574,1,2.42209227999089
"5700-5800 WALLACE ST","Public",5,178.848759209042,1,2.79565819864364
"5900-6000 VINE ST","Public",5,206.875240421956,3,2.41691562015912
"600 W 16TH AV","Public",5,131.510773074629,2,3.80196989425544
"600 W 30TH AV","Public",5,139.087327529053,1,3.59486380882225
"6000 CARNARVON ST","Public",5,98.9831454814258,2,5.05136503359378
"6000 YEW ST","Public",5,108.779132130721,2,4.59646983944626
"6100-6200 VINE ST","Public",5,157.22926364236,2,3.18006959020885
"6200 ALBERTA ST","Public",5,100.756504332776,2,4.96245878428465
"6200-6400 BRUCE ST","Public",5,222.84575809364,2,2.24370436429801
"6300 ALBERTA ST","Public",5,100.384291787979,2,4.9808589680151
"6300 PRINCE EDWARD ST","Public",5,95.3316261411934,2,5.24484916746791
"6300-6400 VINE ST","Public",5,184.584853672073,3,2.70878130059513
"6500 GLADSTONE ST","Public",5,122.568705248322,1,4.07934471517023
"6500 HEATHER ST","Public",5,101.484278908915,2,4.92687148566885
"6500-6600 FLEMING ST","Public",5,163.788629730856,1,3.05271495842916
"6500-6600 RUPERT ST","Public",5,172.783720743546,2,2.89379113870411
"6600 GLADSTONE ST","Public",5,100.926533657501,1,4.95409860896216
"6600 SELKIRK ST","Public",5,98.4366968686744,2,5.07940652119866
"700 E 58TH AV","Public",5,180.54309219598,2,2.76942193643858
"700 W 59TH AV","Public",5,281.931227758498,2,1.77348215015153
"7000 DUMFRIES ST","Public",5,94.2117578723273,2,5.3071931921447
"7100 OAK ST","Public",5,114.910132780881,1,4.35122637055373
"7300 ADERA ST","Public",5,96.671510219584,2,5.17215463857219
"7300 HUDSON ST","Public",5,113.58993667393,2,4.4017983867294
"7300 ROSS ST","Public",5,96.9116636273591,2,5.15933770286495
"7400 ROSS ST","Public",5,96.9309312452735,2,5.15831214635504
"7400 RUPERT ST","Public",5,90.4594456146496,2,5.52733876050891
"7400 VICTORIA DRIVE","Public",5,109.631218871204,2,4.56074469615633
"7500 CAMBIE ST","Public",5,113.745608549484,1,4.3957740995555
"7600 CAMBIE ST","Public",5,100.210891385229,1,4.98947762152828
"7800 PRINCE EDWARD ST","Public",5,95.31388164649,2,5.2458255960496
"7800-7900 FRENCH ST","Public",5,210.907433881391,2,2.37070828087163
"800 BIDWELL ST","Public",5,109.80727265804,2,4.55343246304906
"800 GILFORD ST","Public",5,54.8825784840643,1,9.11035913054231
"800 NANAIMO ST","Public",5,92.2723782839799,1,5.41873970627686
"800 W 22ND AV","Public",5,123.309658383878,1,4.05483241583104
"800-900 E 58TH AV","Public",5,171.450688401595,1,2.91629041948687
"8000 BORDEN ST","Public",5,103.574861763525,2,4.82742618707584
"8200 VICTORIA DRIVE","Public",5,103.378589088215,1,4.83659144906051
"8300 HEATHER ST","Public",5,40.2151423748198,1,12.4331276845875
"8400-8500 FRASER ST","Public",5,236.492289216383,1,2.11423383678491
"8700 HUDSON ST","Public",5,142.030931888274,2,3.5203599198611
"900 BIDWELL ST","Public",5,109.819483749841,2,4.55292615597205
"BURRARD BRIDGE","Public",5,1065.64590470358,1,0.469199006717975
"0 E 51ST AV","Public",4,157.114964788241,1,2.54590643570534
"0 GORE AV","Public",4,80.0357506298369,2,4.99776658371068
"0 N SLOCAN ST","Public",4,100.571102064599,2,3.97728563959727
"100 E 29TH AV","Public",4,46.679396955484,1,8.56909099278771
"100 N SLOCAN ST","Public",4,114.980402594467,2,3.47885370875582
"1000 BROUGHTON ST","Public",4,54.8883322944375,1,7.28752329100253
"1000 E 57TH AV","Public",4,171.047102789356,1,2.33853712501988
"1000 E PENDER ST","Public",4,97.9208850285536,1,4.08493039950936
"1100 E 16TH AV","Public",4,140.415235460374,1,2.84869372392914
"1100 W 38TH AV","Public",4,156.818764963994,1,2.5507151525638
"1100 W 45TH AV","Public",4,109.263750919841,1,3.66086645051615
"1100 W 54TH AV","Public",4,100.761152207186,1,3.96978390220783
"1200 E 10TH AV","Public",4,47.1279466266876,1,8.48753295297378
"1200 W 59TH AV","Public",4,99.8948854971012,1,4.00420900438999
"1400 E 17TH AV","Public",4,63.3957457190582,1,6.30957165126856
"1500 HARO ST","Public",4,120.848889371974,1,3.30991870987574
"1500 HORNBY ST","Public",4,85.7514132333112,1,4.66464615471334
"1500 W 13TH AV","Public",4,51.7644960184537,1,7.72730405522354
"1500-1600 BURRARD ST","Public",4,198.992258933225,1,2.01012844491718
"1600 MARPOLE AV","Public",4,130.57996128786,1,3.06325714952703
"1700 COMOX ST","Public",4,160.650594132246,1,2.48987563451352
"1700 VINE ST","Public",4,48.9744156699119,1,8.1675298118104
"1800 MATTHEWS AV","Public",4,241.818347227258,2,1.65413420688085
"1800 PENDRELL ST","Public",4,160.69791125811,1,2.48914249642939
"1800 W 33RD AV","Public",4,92.5429388950343,2,4.32231788590262
"1900 PENDRELL ST","Public",4,140.563558919824,1,2.84568776625921
"200 E 38TH AV","Public",4,116.245047687927,1,3.44100680378096
"200 N SLOCAN ST","Public",4,110.796425743201,2,3.61022476417337
"2000 COMOX ST","Public",4,137.857211169785,1,2.90155296633239
"2100 E 19TH AV","Public",4,110.404235014686,1,3.6230494233015
"2100 W 18TH AV","Public",4,141.354895229632,1,2.82975696986085
"2100 W 45TH AV","Public",4,166.399516715604,1,2.40385313548504
"2100 W 51ST AV","Public",4,86.9466818082933,1,4.60052059125098
"2100-2200 SKEENA ST","Public",4,246.603924039361,1,1.6220342054904
"2200 HEATHER ST","Public",4,46.5899248058784,1,8.58554723294016
"2200 LARCH ST","Public",4,93.260593011025,1,4.28905700774081
"2200 LAUREL ST","Public",4,93.2248003432942,1,4.29070374543068
"2200 ST. CATHERINES ST","Public",4,50.3661580196712,1,7.94184062726751
"2200-2300 BONACCORD DRIVE","Public",4,260.118969141765,1,1.53775790100875
"2200-2300 W KING EDWARD AV","Public",4,276.665171317766,3,1.44579094685025
"2300 E 49TH AV","Public",4,108.008422809511,2,3.70341487816612
"2300 WOODLAND DRIVE","Public",4,100.327149669788,2,3.98695668437249
"2300-2400 W 33RD AV","Public",4,188.140449131203,2,2.12607125074445
"2400 E 18TH AV","Public",4,91.4739983452389,1,4.37282733056371
"2500 NAPIER ST","Public",4,192.430116119942,1,2.07867670646044
"2500 W 33RD AV","Public",4,116.230083002903,1,3.44144983523765
"2500 W 45TH AV","Public",4,102.648317989403,1,3.89680033569859
"2500-2600 E 45TH AV","Public",4,241.937220044799,1,1.65332146879233
"2500-2600 W 20TH AV","Public",4,174.882812325859,2,2.28724592588711
"2600 E 3RD AV","Public",4,190.554104699482,1,2.09914134691998
"2600 E 56TH AV","Public",4,154.467568406761,1,2.58954034251822
"2600 W 33RD AV","Public",4,111.197144267853,1,3.59721468238856
"2700 W 23RD AV","Public",4,185.3612355503,1,2.15794849884594
"2700-2800 SKEENA ST","Public",4,165.563714037265,1,2.41598832404768
"2800 E 1ST AV","Public",4,197.964327339514,2,2.0205660553883
"2800 E 43RD AV","Public",4,208.869915558485,1,1.91506756217363
"2800 E 51ST AV","Public",4,59.7000387929506,1,6.70016315043386
"2800 HORLEY ST","Public",4,89.6908101993775,2,4.45976571190318
"2800 W 20TH AV","Public",4,170.048737422423,1,2.35226680340678
"2900 ARBUTUS ST","Public",4,51.2547365471751,1,7.80415678523366
"2900 E 43RD AV","Public",4,204.914757824736,1,1.95203119700203
"2900 EUCLID AV","Public",4,123.324752633831,3,3.24346890188101
"300 KAMLOOPS ST","Public",4,103.622759442472,2,3.86015583981883
"3000 E 18TH AV","Public",4,184.372584144681,1,2.16951995252239
"3000-3100 W 35TH AV","Public",4,200.313565958642,1,1.99686924889844
"3000-3100 W 42ND AV","Public",4,194.927527590423,1,2.05204470063597
"3100 E 18TH AV","Public",4,182.863650863266,1,2.18742214820535
"3100 SASAMAT ST","Public",4,60.3788496211657,1,6.62483638740578
"3200 E 3RD AV","Public",4,198.290756614506,1,2.01723976865766
"3200 E 50TH AV","Public",4,160.512030717984,2,2.49202504143002
"3200 W 26TH AV","Public",4,164.106868420006,1,2.43743606743053
"3200 W 43RD AV","Public",4,72.3279007298895,1,5.53036927608076
"3200 W 48TH AV","Public",4,209.462777730778,1,1.90964716659166
"3300 DUNBAR ST","Public",4,96.4916206043201,1,4.14543768147771
"3300-3400 W KING EDWARD AV","Public",4,239.55395773078,1,1.66976994990638
"3400-3500 E 1ST AV","Public",4,220.374941767159,1,1.81508839794784
"3400-3500 NORMANDY DRIVE","Public",4,215.133466830581,1,1.85931090077679
"3500 E 43RD AV","Public",4,149.925780909682,3,2.6679867703405
"3500 WALKER ST","Public",4,191.168559904208,1,2.09239427341208
"3700 ALEXANDRA ST","Public",4,104.620593344364,1,3.82333905030897
"3700 FRASER ST","Public",4,100.607254519779,1,3.97585643211606
"3700 W 12TH AV","Public",4,141.085329701925,2,2.83516366191361
"3700 W 1ST AV","Public",4,138.586620880049,1,2.88628150004618
"3700 W 3RD AV","Public",4,138.829180164924,1,2.88123865260037
"3800 W 22ND AV","Public",4,200.648285139063,1,1.99353809439624
"3800 W 33RD AV","Public",4,199.906082479035,1,2.00093961644188
"3900 CASSIAR ST","Public",4,99.5441101017905,2,4.01831911090443
"3900 HEATHER ST","Public",4,66.7874887512976,1,5.98914568399951
"3900 W KING EDWARD AV","Public",4,200.377720843256,1,1.99622991177196
"400 E 57TH AV","Public",4,209.456683487334,2,1.90970272869898
"400 N SLOCAN ST","Public",4,55.178184552802,1,7.24924176541592
"400 POWELL ST","Public",4,140.45985747633,1,2.84778873613344
"400 VICTORIA DRIVE","Public",4,100.655356549016,2,3.97395641637027
"400 W 10TH AV","Public",4,144.045476332648,1,2.77690081065976
"400 W 40TH AV","Public",4,200.766179940965,2,1.99236744016159
"400-600 MOBERLY ROAD","Public",4,75.7002231632249,1,5.28400027484093
"4000 W 20TH AV","Public",4,219.02136902383,1,1.82630581565071
"4100 NOOTKA ST","Public",4,91.1796309831878,2,4.38694471217759
"4200 ST. GEORGE ST","Public",4,78.5583053927397,2,5.09175952816528
"4300 QUESNEL DRIVE","Lane",4,56.8754453427832,1,7.03291196384021
"4300 QUESNEL DRIVE","Public",4,155.192708142133,3,2.5774406851233
"4300 W 10TH AV","Public",4,220.567333963985,1,1.81350516783829
"4400 CHALDECOTT ST","Public",4,161.964326777259,2,2.46967963846816
"4500 CARIBOO ST","Public",4,63.8943806396895,1,6.26033144065771
"4500 CARNARVON ST","Public",4,52.7677673840071,1,7.5803851447623
"4500 ST. GEORGE ST","Public",4,71.1725202253672,2,5.6201466343106
"4600 CONNAUGHT DRIVE","Public",4,153.116101067278,1,2.61239671864582
"4700-4800 NW MARINE DRIVE","Public",4,691.121186980957,2,0.578769697030026
"4800 DUMFRIES ST","Public",4,162.913781611325,1,2.45528644687843
"500 HOWE ST","Public",4,112.022074531232,1,3.57072480289124
"5100 TRAFALGAR ST","Public",4,105.610677758832,2,3.7874958147075
"5200 GLADSTONE ST","Public",4,61.2917327379617,1,6.52616563656481
"5200 HIGHBURY ST","Public",4,52.8249793481419,1,7.57217522725013
"5300 CARTIER ST","Public",4,51.748198928272,1,7.72973761955345
"5300 OBEN ST","Public",4,86.6405633514826,1,4.61677515157979
"5500-5600 BALACLAVA ST","Public",4,210.561804043767,2,1.89967977248551
"5600 HAROLD ST","Public",4,107.467391086667,1,3.72205927728736
"5600 RHODES ST","Public",4,120.294369670755,1,3.32517640763071
"5700-5800 WILTSHIRE ST","Public",4,206.449143872574,1,1.9375231715511
"5800 ALBERTA ST","Public",4,103.036327927853,2,3.88212592630516
"5800 EARLES ST","Public",4,82.7124606655177,2,4.83603071147365
"5900 CARNARVON ST","Public",4,99.3322216521217,2,4.02689070421547
"5900 YEW ST","Public",4,98.3552440220119,2,4.06689042335638
"5900-6000 SELKIRK ST","Public",4,208.809274526594,1,1.91562372364383
"600 W 49TH AV","Public",4,59.3763829568602,1,6.73668519503149
"6100 DOMAN ST","Public",4,41.2575737213717,1,9.69518960812758
"6300 FREMLIN ST","Public",4,100.934494269027,1,3.96296630697783
"6300 KILLARNEY ST","Public",4,48.651899062207,1,8.22167289890482
"6400 CAMBIE ST","Public",4,98.9829600367657,2,4.04109959786438
"6500-6600 DUMFRIES ST","Public",4,163.890359303557,1,2.44065606848248
"6600 MARINE CRESCENT","Public",4,102.741988412313,2,3.89324760189343
"6600-6800 NEAL ST","Public",4,181.593710039417,1,2.20271946596154
"6700 MARGUERITE ST","Public",4,79.4640150924005,1,5.03372500791561
"6700-6800 KILLARNEY ST","Public",4,161.790835769761,1,2.47232791707205
"6700-6800 RUPERT ST","Public",4,161.700835433113,1,2.47370397888549
"6700-6900 BROOKS ST","Public",4,248.461196024002,1,1.60990933957091
"6800-6900 KILLARNEY ST","Public",4,171.573338800288,2,2.3313645511416
"6800-6900 WILTSHIRE ST","Public",4,263.861501786731,1,1.51594680274087
"6800-7000 SELKIRK ST","Public",4,192.947520038783,1,2.07310257172313
"700 E 24TH AV","Public",4,173.549630035183,2,2.30481620686204
"700 E GEORGIA ST","Public",4,171.683838243048,1,2.32986403434044
"700 SE MARINE DRIVE","Public",4,97.7285631997411,1,4.09296920883269
"700 W 66TH AV","Public",4,281.025773323091,3,1.42335699416482
"7000 INVERNESS ST","Public",4,48.7206240499881,1,8.2100754618741
"7500 VICTORIA DRIVE","Public",4,95.5896104018961,1,4.18455518668026
